Model,Type,Name,SecondaryName,Population,HasStratification,NumFlows,FlowTypes,Source,Confidence,Notes,Target,FlowType,Rate,HasStratumSpecificRates,Description,ParameterType,Value,Unit,Category,Values
Tuberculosis3,Flow,,,,,,,Model file,Certain,,RecentTBInfection,RateFlow,//@parameters.6,False,"Re-infection of remote latent TB by infectious smear-positive disease, returning to recent infection",,,,,
Tuberculosis3,Flow,,,,,,,Model file,Certain,,RecentTBInfection,RateFlow,//@parameters.7,False,"Re-infection of remote latent TB by smear-negative pulmonary disease, returning to recent infection",,,,,
Tuberculosis3,Flow,,,,,,,Model file,Certain,,ActiveTBSmearPositive,RateFlow,//@parameters.8,False,Reactivation from remote TB infection to active smear-positive TB,,,,,
Tuberculosis3,Flow,,,,,,,Model file,Certain,,ActiveTBSmearNegative,RateFlow,//@parameters.9,False,Reactivation from remote TB infection to active smear-negative TB,,,,,
Tuberculosis3,Flow,,,,,,,Model file,Certain,,ActiveTBExtrapulmonary,RateFlow,//@parameters.10,False,Reactivation from remote TB infection to active extrapulmonary TB,,,,,
Tuberculosis3,Flow,,,,,,,Model file,Certain,,RecentlyTreatedRecovered,RateFlow,//@parameters.11,False,Diagnosis and treatment or self-cure of smear-positive TB into recently treated/recovered compartment,,,,,
Tuberculosis3,Flow,,,,,,,Model file,Certain,,RecentlyTreatedRecovered,RateFlow,//@parameters.12,False,Diagnosis and treatment or self-cure of smear-negative TB into recently treated/recovered compartment,,,,,
Tuberculosis3,Flow,,,,,,,Model file,Certain,,RecentlyTreatedRecovered,RateFlow,//@parameters.13,False,Diagnosis and treatment of extrapulmonary TB into recently treated/recovered compartment,,,,,
Tuberculosis3,Flow,,,,,,,Model file,Certain,,RemoteTBInfection,RateFlow,//@parameters.14,False,Stabilization after recent treatment/recovery into remote TB infection after about 5 years,,,,,
Tuberculosis3,Flow,,,,,,,Model file,Certain,,ActiveTBSmearPositive,RateFlow,//@parameters.15,False,Relapse from recently treated/recovered into active smear-positive TB,,,,,
Tuberculosis3,Flow,,,,,,,Model file,Certain,,ActiveTBSmearNegative,RateFlow,//@parameters.16,False,Relapse from recently treated/recovered into active smear-negative TB,,,,,
Tuberculosis3,Flow,,,,,,,Model file,Certain,,ActiveTBExtrapulmonary,RateFlow,//@parameters.17,False,Relapse from recently treated/recovered into active extrapulmonary TB,,,,,
Tuberculosis3,Parameter,InfectionRateFromSmearPositive,,,,,,Model file,Certain,,,,,,Representative transmission intensity from smear-positive pulmonary TB; the paper fits transmission to incidence and assumes smear-positive disease is the main infectious class,CONSTANT,0.30,,,
Tuberculosis3,Parameter,InfectionRateFromSmearNegative,,,,,,Model file,Certain,,,,,,"Transmission intensity from smear-negative pulmonary TB, reflecting relative infectiousness of 0.22 compared with smear-positive cases in the paper",CONSTANT,0.066,,,
Tuberculosis3,Parameter,RecentToRemoteStabilizationRate,,,,,,Model file,Certain,,,,,,"Rate of stabilization from recent TB infection to remote TB infection, corresponding to about 2 years",CONSTANT,0.5,,,
Tuberculosis3,Parameter,RapidProgressionToSmearPositiveRate,,,,,,Model file,Certain,,,,,,Rapid progression from recent infection to active smear-positive TB,CONSTANT,0.0455,,,
Tuberculosis3,Parameter,RapidProgressionToSmearNegativeRate,,,,,,Model file,Certain,,,,,,Rapid progression from recent infection to active smear-negative TB,CONSTANT,0.0245,,,
Tuberculosis3,Parameter,RapidProgressionToExtrapulmonaryRate,,,,,,Model file,Certain,,,,,,Rapid progression from recent infection to active extrapulmonary TB,CONSTANT,0.0105,,,
Tuberculosis3,Parameter,ReinfectionRateFromSmearPositive,,,,,,Model file,Certain,,,,,,"Re-infection of remote latent TB by smear-positive pulmonary disease, returning to recent infection",CONSTANT,0.18,,,
Tuberculosis3,Parameter,ReinfectionRateFromSmearNegative,,,,,,Model file,Certain,,,,,,"Re-infection of remote latent TB by smear-negative pulmonary disease, returning to recent infection",CONSTANT,0.04,,,
Tuberculosis3,Parameter,RemoteReactivationToSmearPositiveRate,,,,,,Model file,Certain,,,,,,Slow progression / reactivation from remote TB infection to smear-positive disease,CONSTANT,0.000325,,,
Tuberculosis3,Parameter,RemoteReactivationToSmearNegativeRate,,,,,,Model file,Certain,,,,,,Slow progression / reactivation from remote TB infection to smear-negative disease,CONSTANT,0.000175,,,
Tuberculosis3,Parameter,RemoteReactivationToExtrapulmonaryRate,,,,,,Model file,Certain,,,,,,Slow progression / reactivation from remote TB infection to extrapulmonary disease,CONSTANT,0.000100,,,
Tuberculosis3,Parameter,TreatmentOrSelfCureRateSmearPositive,,,,,,Model file,Certain,,,,,,Net rate of leaving active smear-positive TB through diagnosis and treatment or self-cure in the paper's compartmental abstraction,CONSTANT,0.95,,,
Tuberculosis3,Parameter,TreatmentOrSelfCureRateSmearNegative,,,,,,Model file,Certain,,,,,,Net rate of leaving active smear-negative TB through diagnosis and treatment or self-cure,CONSTANT,0.43,,,
Tuberculosis3,Parameter,TreatmentOrSelfCureRateExtrapulmonary,,,,,,Model file,Certain,,,,,,Net rate of leaving active extrapulmonary TB through diagnosis and treatment,CONSTANT,0.77,,,
Tuberculosis3,Parameter,RecoveredToRemoteStabilizationRate,,,,,,Model file,Certain,,,,,,Stabilization of recently treated/recovered individuals into remote TB infection after about 5 years,CONSTANT,0.2,,,
Tuberculosis3,Parameter,RelapseToSmearPositiveRate,,,,,,Model file,Certain,,,,,,Relapse from recently treated/recovered into active smear-positive TB,CONSTANT,0.012,,,
Tuberculosis3,Parameter,RelapseToSmearNegativeRate,,,,,,Model file,Certain,,,,,,Relapse from recently treated/recovered into active smear-negative TB,CONSTANT,0.008,,,
Tuberculosis3,Parameter,RelapseToExtrapulmonaryRate,,,,,,Model file,Certain,,,,,,Relapse from recently treated/recovered into active extrapulmonary TB,CONSTANT,0.004,,,
Zika1,Compartment,Susceptible humans,,16231364,False,1.0,RateFlow,Model file,Certain,,,,,,,,,,,
Zika1,Compartment,Exposed humans,,0,False,1.0,RateFlow,Model file,Certain,,,,,,,,,,,
Zika1,Compartment,Infectious humans,,1,False,1.0,RateFlow,Model file,Certain,,,,,,,,,,,
Zika1,Compartment,Recovered humans,,0,False,0.0,None,Model file,Certain,,,,,,,,,,,
Zika1,Compartment,Eggs (non-infectious),,180000000,False,1.0,RateFlow,Model file,Certain,,,,,,,,,,,
Zika1,Compartment,"Larvae (non-infectious, logistic)",,90000000,False,1.0,RateFlow,Model file,Certain,,,,,,,,,,,
Zika1,Compartment,Pupae (non-infectious),,70000000,False,1.0,RateFlow,Model file,Certain,,,,,,,,,,,
Zika1,Compartment,Susceptible female adults,,69999990,False,1.0,RateFlow,Model file,Certain,,,,,,,,,,,
Zika1,Compartment,Exposed female adults,,5,False,1.0,RateFlow,Model file,Certain,,,,,,,,,,,
Zika1,Compartment,Infectious female adults,,5,False,0.0,None,Model file,Certain,,,,,,,,,,,
Zika1,Flow,,,,,,,Model file,Certain,,Unknown,RateFlow,0.0,False,Human infection via bites from infectious female adult vectors,,,,,
Zika1,Flow,,,,,,,Model file,Certain,,Unknown,RateFlow,0.0,False,Human incubation: Eh→Ih at rate 1/τ_h,,,,,
Zika1,Flow,,,,,,,Model file,Certain,,Unknown,RateFlow,0.0,False,Human recovery: Ih→Rh at rate γ_h,,,,,
Zika1,Flow,,,,,,,Model file,Certain,,Unknown,RateFlow,0.0,False,Egg development: E→L at rate 1/τ1_v,,,,,
Zika1,Flow,,,,,,,Model file,Certain,,Unknown,RateFlow,0.0,False,Larval development: L→P at rate 1/τ2_v,,,,,
Zika1,Flow,,,,,,,Model file,Certain,,Unknown,RateFlow,0.0,False,Pupal development: P→Sv at rate φ*(1/τ3_v) (female fraction applied),,,,,
Zika1,Flow,,,,,,,Model file,Certain,,Unknown,RateFlow,0.0,False,Vector infection via biting infectious humans: Sv→Ev,,,,,
Zika1,Flow,,,,,,,Model file,Certain,,Unknown,RateFlow,0.0,False,Vector incubation: Ev→Iv at rate 1/τ_v,,,,,
Zika1,Parameter,b,,,,,,Model file,Certain,,,,,,Average biting rate / infectious bites delivered per vector per day (human exposure term),CONSTANT,0.071,1/day,,
Zika1,Parameter,1/τ_h,,,,,,Model file,Certain,,,,,,Inverse incubation time in humans,CONSTANT,0.5,1/day,,
Zika1,Parameter,γ_h,,,,,,Model file,Certain,,,,,,Human recovery rate,CONSTANT,0.2,1/day,,
Zika1,Parameter,1/τ1_v,,,,,,Model file,Certain,,,,,,Egg development rate,CONSTANT,0.3,1/day,,
Zika1,Parameter,1/τ2_v,,,,,,Model file,Certain,,,,,,Larval development rate,CONSTANT,0.1,1/day,,
Zika1,Parameter,1/τ3_v,,,,,,Model file,Certain,,,,,,Pupal development rate,CONSTANT,0.3,1/day,,
Zika1,Parameter,b_v,,,,,,Model file,Certain,,,,,,Biting/exposure term for vectors becoming infected from infectious humans,CONSTANT,0.001,1/day,,
Zika1,Parameter,1/τ_v,,,,,,Model file,Certain,,,,,,Inverse incubation time in vectors,CONSTANT,0.125,1/day,,
Zika1,Parameter,r_h,,,,,,Model file,Certain,,,,,,Human population growth rate (logistic),CONSTANT,0.00005,1/day,,
Zika1,Parameter,μ_h,,,,,,Model file,Certain,,,,,,Natural human mortality rate,CONSTANT,1.94e-5,1/day,,
Zika1,Parameter,f,,,,,,Model file,Certain,,,,,,Eggs laid per female mosquito per unit time,CONSTANT,80,1/day,,
Zika1,Parameter,μ1_v,,,,,,Model file,Certain,,,,,,Egg mortality rate,CONSTANT,0.05,1/day,,
Zika1,Parameter,μ2_v,,,,,,Model file,Certain,,,,,,Larval base mortality rate,CONSTANT,0.025,1/day,,
Zika1,Parameter,δ_l,,,,,,Model file,Certain,,,,,,Larval density-dependent mortality coefficient (logistic term),CONSTANT,1,1/day,,
Zika1,Parameter,μ3_v,,,,,,Model file,Certain,,,,,,Pupal mortality rate,CONSTANT,0.0025,1/day,,
Zika1,Parameter,μ_a_v,,,,,,Model file,Certain,,,,,,Adult female mortality rate,CONSTANT,0.05,1/day,,
Zika1,Parameter,φ,,,,,,Model file,Certain,,,,,,Female fraction among adult vectors,CONSTANT,0.68,dimensionless,,
Zika1,Parameter,φ*(1/τ3_v),,,,,,Model file,Certain,,,,,,Female pupae-to-adult development flow multiplier,EXPRESSION,φ * (1/τ3_v),1/day,,
Zika1,Parameter,HumanLogisticTerm,,,,,,Model file,Certain,,,,,,"Logistic human population growth term (distributed across Sh,Eh,Ih,Rh proportionally)",EXPRESSION,r_h * N_h * (1 - N_h / K_h),1/day,,
Zika2,Compartment,SusceptibleWomen,,5000,False,4.0,RateFlow,Model file,Certain,,,,,,,,,,,
Zika2,Compartment,ExposedWomen,,5,False,2.0,RateFlow,Model file,Certain,,,,,,,,,,,
Zika2,Compartment,InfectiousWomenSymptomaticBlood,,2,False,1.0,RateFlow,Model file,Certain,,,,,,,,,,,
Zika2,Compartment,InfectiousWomenAsymptomaticBlood,,2,False,1.0,RateFlow,Model file,Certain,,,,,,,,,,,
Zika2,Compartment,InfectiousWomenGenitalPersistence,,0,False,1.0,RateFlow,Model file,Certain,,,,,,,,,,,
Zika2,Compartment,RecoveredWomen,,0,False,0.0,None,Model file,Certain,,,,,,,,,,,
Zika2,Compartment,SusceptibleMen,,5000,False,4.0,RateFlow,Model file,Certain,,,,,,,,,,,
Zika2,Compartment,ExposedMen,,5,False,2.0,RateFlow,Model file,Certain,,,,,,,,,,,
Zika2,Compartment,InfectiousMenSymptomaticBlood,,2,False,1.0,RateFlow,Model file,Certain,,,,,,,,,,,
Zika2,Compartment,InfectiousMenAsymptomaticBlood,,2,False,1.0,RateFlow,Model file,Certain,,,,,,,,,,,
Zika2,Compartment,InfectiousMenSemenPersistence,,0,False,1.0,RateFlow,Model file,Certain,,,,,,,,,,,
Zika2,Compartment,RecoveredMen,,0,False,0.0,None,Model file,Certain,,,,,,,,,,,
Zika2,Compartment,SusceptibleMosquitoes,,15000,False,4.0,RateFlow,Model file,Certain,,,,,,,,,,,
Zika2,Compartment,ExposedMosquitoes,,10,False,1.0,RateFlow,Model file,Certain,,,,,,,,,,,
Zika2,Compartment,InfectiousMosquitoes,,5,False,0.0,None,Model file,Certain,,,,,,,,,,,
Zika2,Flow,,,,,,,Model file,Certain,,ExposedWomen,RateFlow,//@parameters.0,False,Women exposed through bites from infectious mosquitoes; corresponds to beta_vh * Sw * Iv,,,,,
Zika2,Flow,,,,,,,Model file,Certain,,ExposedWomen,RateFlow,//@parameters.1,False,Women exposed by sexual contact with asymptomatic infectious men; corresponds to beta_mw * rho * Sw * Ima,,,,,
Zika2,Flow,,,,,,,Model file,Certain,,ExposedWomen,RateFlow,//@parameters.1,False,Women exposed by sexual contact with symptomatic infectious men; corresponds to beta_mw * rho * Sw * Ims,,,,,
Zika2,Flow,,,,,,,Model file,Certain,,ExposedWomen,RateFlow,//@parameters.1,False,Women exposed by sexual contact with men infectious through semen persistence; corresponds to beta_mw * rho * Sw * Im,,,,,
Zika2,Flow,,,,,,,Model file,Certain,,InfectiousWomenSymptomaticBlood,RateFlow,//@parameters.2,False,Progression of exposed women to symptomatic infectious women; corresponds to phi * lambda_h * Ew,,,,,
Zika2,Flow,,,,,,,Model file,Certain,,InfectiousWomenAsymptomaticBlood,RateFlow,//@parameters.3,False,Progression of exposed women to asymptomatic infectious women; corresponds to (1-phi) * lambda_h * Ew,,,,,
Zika2,Flow,,,,,,,Model file,Certain,,InfectiousWomenGenitalPersistence,RateFlow,//@parameters.4,False,Clearance of virus from blood in symptomatic women into genital-fluid persistence class; corresponds to gamma_1 * Iws,,,,,
Zika2,Flow,,,,,,,Model file,Certain,,InfectiousWomenGenitalPersistence,RateFlow,//@parameters.4,False,Clearance of virus from blood in asymptomatic women into genital-fluid persistence class; corresponds to gamma_1 * Iwa,,,,,
Zika2,Flow,,,,,,,Model file,Certain,,RecoveredWomen,RateFlow,//@parameters.5,False,Clearance of virus from vaginal fluids and recovery of women; corresponds to gamma_3 * Iw,,,,,
Zika2,Flow,,,,,,,Model file,Certain,,ExposedMen,RateFlow,//@parameters.0,False,Men exposed through bites from infectious mosquitoes; corresponds to beta_vh * Sm * Iv,,,,,
Zika2,Flow,,,,,,,Model file,Certain,,ExposedMen,RateFlow,//@parameters.6,False,Men exposed by sexual contact with asymptomatic infectious women; corresponds to beta_wm * rho * Sm * Iwa,,,,,
Zika2,Flow,,,,,,,Model file,Certain,,ExposedMen,RateFlow,//@parameters.6,False,Men exposed by sexual contact with symptomatic infectious women; corresponds to beta_wm * rho * Sm * Iws,,,,,
Zika2,Flow,,,,,,,Model file,Certain,,ExposedMen,RateFlow,//@parameters.6,False,Men exposed by sexual contact with women infectious through vaginal-fluid persistence; corresponds to beta_wm * rho * Sm * Iw,,,,,
Zika2,Flow,,,,,,,Model file,Certain,,InfectiousMenSymptomaticBlood,RateFlow,//@parameters.2,False,Progression of exposed men to symptomatic infectious men; corresponds to phi * lambda_h * Em,,,,,
Zika2,Flow,,,,,,,Model file,Certain,,InfectiousMenAsymptomaticBlood,RateFlow,//@parameters.3,False,Progression of exposed men to asymptomatic infectious men; corresponds to (1-phi) * lambda_h * Em,,,,,
Zika2,Flow,,,,,,,Model file,Certain,,InfectiousMenSemenPersistence,RateFlow,//@parameters.4,False,Clearance of virus from blood in symptomatic men into semen-persistence class; corresponds to gamma_1 * Ims,,,,,
Zika2,Flow,,,,,,,Model file,Certain,,InfectiousMenSemenPersistence,RateFlow,//@parameters.4,False,Clearance of virus from blood in asymptomatic men into semen-persistence class; corresponds to gamma_1 * Ima,,,,,
Zika2,Flow,,,,,,,Model file,Certain,,RecoveredMen,RateFlow,//@parameters.7,False,Clearance of virus from semen and recovery of men; corresponds to gamma_2 * Im,,,,,
Zika2,Flow,,,,,,,Model file,Certain,,ExposedMosquitoes,RateFlow,//@parameters.8,False,Mosquito infection from symptomatic infectious men with virus in blood; part of beta_hv * Sv * (Ims + Ima + Iws + Iwa),,,,,
Zika2,Flow,,,,,,,Model file,Certain,,ExposedMosquitoes,RateFlow,//@parameters.8,False,Mosquito infection from asymptomatic infectious men with virus in blood,,,,,
Zika2,Flow,,,,,,,Model file,Certain,,ExposedMosquitoes,RateFlow,//@parameters.8,False,Mosquito infection from symptomatic infectious women with virus in blood,,,,,
Zika2,Flow,,,,,,,Model file,Certain,,ExposedMosquitoes,RateFlow,//@parameters.8,False,Mosquito infection from asymptomatic infectious women with virus in blood,,,,,
Zika2,Flow,,,,,,,Model file,Certain,,InfectiousMosquitoes,RateFlow,//@parameters.9,False,Progression of exposed mosquitoes to infectious mosquitoes; corresponds to lambda_v * Ev,,,,,
Zika2,Parameter,MosquitoToHumanTransmissionRate,,,,,,Model file,Certain,,,,,,"beta_vh, transmission rate from infectious mosquitoes to humans",CONSTANT,0.18,,,
Zika2,Parameter,MenToWomenSexualTransmissionRate,,,,,,Model file,Certain,,,,,,"beta_mw times risky-contact factor rho, transmission rate from infectious men to susceptible women through sexual contact",CONSTANT,0.04,,,
Zika2,Parameter,SymptomaticHumanProgressionRate,,,,,,Model file,Certain,,,,,,"phi * lambda_h, progression from exposed humans to symptomatic infectious humans",CONSTANT,0.0235,,,
Zika2,Parameter,AsymptomaticHumanProgressionRate,,,,,,Model file,Certain,,,,,,"(1-phi) * lambda_h, progression from exposed humans to asymptomatic infectious humans",CONSTANT,0.1235,,,
Zika2,Parameter,BloodClearanceRate,,,,,,Model file,Certain,,,,,,"gamma_1, clearance rate of virus from blood in infectious humans",CONSTANT,0.0667,,,
Zika2,Parameter,WomenGenitalClearanceRate,,,,,,Model file,Certain,,,,,,"gamma_3, clearance rate of virus from vaginal secretions",CONSTANT,0.10,,,
Zika2,Parameter,WomenToMenSexualTransmissionRate,,,,,,Model file,Certain,,,,,,"beta_wm times risky-contact factor rho, transmission rate from infectious women to susceptible men through sexual contact",CONSTANT,0.02,,,
Zika2,Parameter,MenGenitalClearanceRate,,,,,,Model file,Certain,,,,,,"gamma_2, clearance rate of virus from semen",CONSTANT,0.05,,,
Zika2,Parameter,HumanToMosquitoTransmissionRate,,,,,,Model file,Certain,,,,,,"beta_hv, transmission rate from infectious humans with virus in blood to susceptible mosquitoes",CONSTANT,0.22,,,
Zika2,Parameter,MosquitoLatentProgressionRate,,,,,,Model file,Certain,,,,,,"lambda_v, progression rate from exposed mosquitoes to infectious mosquitoes",CONSTANT,0.10,,,
Zika3,Compartment,SusceptibleHumans,,9900,False,1.0,RateFlow,Model file,Certain,,,,,,,,,,,
Zika3,Compartment,ExposedHumans,,50,False,1.0,RateFlow,Model file,Certain,,,,,,,,,,,
Zika3,Compartment,InfectiousHumans,,50,False,1.0,RateFlow,Model file,Certain,,,,,,,,,,,
Zika3,Compartment,RecoveredHumans,,0,False,0.0,None,Model file,Certain,,,,,,,,,,,
Zika3,Compartment,SusceptibleMosquitoes,,20000,False,1.0,RateFlow,Model file,Certain,,,,,,,,,,,
Zika3,Compartment,ExposedMosquitoes,,100,False,1.0,RateFlow,Model file,Certain,,,,,,,,,,,
Zika3,Compartment,InfectiousMosquitoes,,20,False,0.0,None,Model file,Certain,,,,,,,,,,,
Zika3,Flow,,,,,,,Model file,Certain,,ExposedHumans,RateFlow,//@parameters.0,False,Vector-to-human transmission; corresponds to beta_H * S_H * I_V in Equation (1),,,,,
Zika3,Flow,,,,,,,Model file,Certain,,InfectiousHumans,RateFlow,//@parameters.1,False,Progression through intrinsic incubation period; corresponds to alpha_H * E_H in Equations (2) and (3),,,,,
Zika3,Flow,,,,,,,Model file,Certain,,RecoveredHumans,RateFlow,//@parameters.2,False,Recovery of infectious humans; corresponds to gamma * I_H in Equations (3) and (4),,,,,
Zika3,Flow,,,,,,,Model file,Certain,,ExposedMosquitoes,RateFlow,//@parameters.3,False,Human-to-vector transmission; corresponds to beta_V * S_V * I_H / N in Equation (6),,,,,
Zika3,Flow,,,,,,,Model file,Certain,,InfectiousMosquitoes,RateFlow,//@parameters.4,False,Progression through extrinsic incubation period; corresponds to alpha_V * E_V in Equations (7) and (8),,,,,
Zika3,Parameter,VectorToHumanTransmissionRate,,,,,,Model file,Certain,,,,,,"beta_H, transmission rate from infectious mosquitoes to susceptible humans, as defined in the paper",CONSTANT,0.45,,,
Zika3,Parameter,HumanLatentProgressionRate,,,,,,Model file,Certain,,,,,,"alpha_H, progression rate from exposed to infectious in humans; mean latent period about 5.9 days in the paper",CONSTANT,0.169,,,
Zika3,Parameter,HumanRecoveryRate,,,,,,Model file,Certain,,,,,,"gamma, recovery rate of infectious humans; mean infectious period about 5 days in the paper",CONSTANT,0.20,,,
Zika3,Parameter,HumanToVectorTransmissionRate,,,,,,Model file,Certain,,,,,,"beta_V, transmission rate from infectious humans to susceptible mosquitoes, as defined in the paper",CONSTANT,0.40,,,
Zika3,Parameter,MosquitoLatentProgressionRate,,,,,,Model file,Certain,,,,,,"alpha_V, progression rate from exposed to infectious in mosquitoes; mean extrinsic incubation period about 10.5 days in the paper",CONSTANT,0.095,,,
Zika3,Parameter,MosquitoDeathRate,,,,,,Model file,Certain,,,,,,"delta, mosquito death rate; mean mosquito lifespan about 7.8 days in the paper",CONSTANT,0.128,,,
Zika3,Parameter,ReportingProportion,,,,,,Model file,Certain,,,,,,"r, representative proportion of total infections reported as suspected cases across regions, included for semantic fidelity to the inference model",CONSTANT,0.115,,,
Zika3,Parameter,ReportingDispersion,,,,,,Model file,Certain,,,,,,"phi, reporting dispersion parameter used in the negative-binomial observation model",CONSTANT,0.30,,,
